Delta,Theta,Alpha,Beta,Gamma
3.912953717906484e-09,6.622039985665464e-09,6.622039985665461e-09,2.191584649030838e-06,3.957754391667047e-05
3.601269301455462e-08,6.071355618631264e-08,6.045063730327145e-08,1.866931544561465e-05,0.000273468360754932
1.67763819922339e-07,2.814302701447197e-07,2.785104878550697e-07,7.880169403531065e-05,0.0008557137469184574
5.386713701179189e-07,8.980193729912258e-07,8.814448436273595e-07,0.00022398869329869796,0.0015687716692874309
1.3630278713333194e-06,2.2551734036722204e-06,2.190242223155226e-06,0.0004896862757459178,0.0017034909167889666
2.9280768684458865e-06,4.8016353260538005e-06,4.602376370251286e-06,0.0008861238221135623,0.0005677198089381248
5.588935659203685e-06,9.071582900500498e-06,8.55785101315005e-06,0.0013863454461598569,-0.0017870276761157797
9.761129750314753e-06,1.5660687603244297e-05,1.4498355304253227e-05,0.0019239772726025379,-0.004342009385807704
1.5908907609521973e-05,2.5194256424218613e-05,2.2818470729503578e-05,0.002399376939050631,-0.005665649893820327
2.4526899774196863e-05,3.828402010387146e-05,3.3807297422807754e-05,0.0026915596642654383,-0.004848525948727614
3.611505766866004e-05,5.547440217320251e-05,4.7583484040780224e-05,0.0026743782468985336,-0.0021052530289834043
5.11501832491727e-05,7.718498993942421e-05,6.403276811813404e-05,0.002236580433857952,0.0013910168877624613
7.005876110904154e-05,0.00010365825311283629,8.27593468900651e-05,0.0013045170093863813,0.004268302742369616
9.319406785015341e-05,0.00013491836824096033,0.0001030586736203813,-0.0001363125869311278,0.005715394688163678
0.00012081741909773264,0.00017074143722276236,0.0001239128970743463,-0.002026617383677075,0.005730214223009891
0.00015308192344807187,0.00021063465821193297,0.0001440066078004109,-0.004230348606141455,0.004809381938081039
0.00019001860125404644,0.0002538244161586733,0.0001617622564215178,-0.006544477134213022,0.0034537901847856074
0.0002315275588138593,0.0002992579091762757,0.00017539858853011698,-0.008718683076005374,0.0019098783355446687
0.0002773779649510054,0.0003456244105087997,0.00018301612654263066,-0.010480709544012732,0.00025892642657355483
0.00032721823827350726,0.00039139786811866266,0.00018270837409236994,-0.01156456152414749,-0.0013685599115637818
0.0003805936617614582,0.0004348950528192407,0.0001726890200779945,-0.011740756823188467,-0.0027351345961542403
0.00043696602490219614,0.00047433887222174355,0.00015142029192068596,-0.010847767871503405,-0.0036478555285324086
0.000495731076199928,0.0005079185705905067,0.00011772973726583905,-0.008821131116146316,-0.004117059844091251
0.0005562335030848495,0.0005338454092188237,7.091007414179212e-05,-0.005713763635164654,-0.004306342255393648
0.0006177824105882583,0.0005504080523299343,1.0803024443634044e-05,-0.0017009235377302724,-0.0042917147864548295
0.00067967009027897,0.0005560315235319791,-6.213175822156666e-05,0.0029329816421097585,-0.0038821591337725903
0.0007411936263626812,0.0005493379788595928,-0.00014676670414059771,0.007823005270191887,-0.0027344051634696047
0.0008016756727887158,0.0005292020965249289,-0.00024128417220109892,0.012561197508772218,-0.0007185046799172826
0.0008604805177989434,0.0004947937257723002,-0.0003431902447546716,0.01673655684631214,0.0017828986478978866
