Delta,Theta,Alpha,Beta,Gamma
0.0009251813688243464,-0.002304088805291326,-0.0017125075448368027,-0.0441556606096032,-4.861841637141006e-05
0.0010441253771552113,-0.003010215916381002,-0.0006691771302194197,-0.04547449218510986,-0.0013594818207306818
0.001156851819631227,-0.0037092134853519876,0.0004676973403105192,-0.04488871941465825,-0.0023358591938878975
0.0012632456783581432,-0.004392513962612143,0.0016758357570132423,-0.042329908545257415,-0.002796383707111818
0.0013632369917339732,-0.0050516389948763556,0.0029299537007636332,-0.03784850856160965,-0.002828697501502195
0.0014568053345675625,-0.005678292664083571,0.004202313824555708,-0.031618942958394104,-0.002644462400791421
0.0015439875543357727,-0.006264446150767904,0.0054633635752734675,-0.02393189763739515,-0.0023504868286148978
0.001624887030257794,-0.006802416038147458,0.006682440395396635,-0.015175697376402657,-0.0018784428629462452
0.0016996796731705418,-0.007284943685534437,0.007828518471873484,-0.005811132281058113,-0.0011439294444485957
0.0017686119605514374,-0.007705282791640441,0.008870970346023008,0.0036566693414654423,-0.00025459966623827217
0.001831989885647199,-0.008057295889669644,0.009780322812490137,0.012708623910633625,0.0004827372656597354
0.0018901620866621526,-0.00833555286610685,0.010528994453619238,0.020845607171972255,0.0008104806705357015
0.0019435021890669363,-0.008535421629076263,0.01109200560369081,0.02762600274333402,0.0008017518121519577
0.001992393412163674,-0.008653144658041614,0.011447648500783803,0.03270334362573473,0.0008745659706576675
0.002037214807728127,-0.008685901702351386,0.0115780996431445,0.03585739960167262,0.0014588408526929114
0.0020783263625599444,-0.00863186269320936,0.011469953836087505,0.037012179970691145,0.0025672352651717636
0.0021160511497184636,-0.008490233358305625,0.011114662844918754,0.03623774475063735,0.0036517603990866747
0.0021506554468668495,-0.00826129141407717,0.010508868508575709,0.033737046747215546,0.003918787030978304
0.0021823296327689607,-0.00794640813186976,0.009654625795775203,0.029821621571418284,0.00289404326490694
0.00221117235990693,-0.007548050873654509,0.0085595130732197,0.024880108109550617,0.0008073144013627585
0.00223717896463915,-0.007069765129818908,0.007236626518501255,0.019342714894848834,-0.0015012559258453081
0.002260234322954148,-0.006516136180586253,0.005704456692959853,0.013644536219468453,-0.003079812015969696
0.0022801111663114768,-0.005892729423245286,0.003986649112727301,0.008191242470626695,-0.003399946625940517
0.002296475940006222,-0.005206006922438433,0.0021116548472629943,0.0033307876940063875,-0.002574329664620939
0.002308903657537391,-0.004463219200672495,0.00011227826067031418,-0.000666758454174696,-0.0011804847321797542
0.0023169004672530745,-0.003672276313131976,-0.0019748736295202907,-0.0036217671286686627,0.00010429973914564089
0.00231992964646789,-0.0028416075729410534,-0.004110038652327017,-0.005452210242743033,0.0007911583600571213
0.002317435979448027,-0.0019800205672988536,-0.006251041087686691,-0.006176908495250303,0.0006815713505726603
0.0023088657414359975,-0.0010965660530657608,-0.00835411795453778,-0.005913798077264932,-0.00014612016999768405
0.0022936830293109438,-0.00020040910659313335,-0.010374811865844328,-0.004870160047830184,-0.0013638888187003215
0.002271385205069773,0.0006992966744000872,-0.012268906726169083,-0.003322404427084355,-0.002438892793783251
0.0022415195187567632,0.001593533950972295,-0.013993382331087916,-0.0015861405709304886,-0.0027809957828272124
0.0022037008234519935,0.002473543777615945,-0.015507366834956014,1.9316058106296155e-05,-0.002012552808969936
0.0021576290200667324,0.003330941368795801,-0.016773067894304657,0.0012064053665806352,-0.00022451197500540952
0.002103105470993386,0.004157822947411403,-0.01775666229179478,0.001750030130310427,0.0019860097065652654
0.0020400488274158607,0.004946863338285413,-0.018429122274840514,0.0015104189455774847,0.0037772371270642755
0.001968510478075825,0.005691403700745193,-0.018766958301876264,0.0004458469182318865,0.0044757449693871455
0.001888687728860973,0.006385525381483856,-0.018752863000070508,-0.0013869938797393853,0.0038703521048415275
0.0018009308612554466,0.007024102810735213,-0.01837624622612101,-0.0038461334448871318,0.002219998902584302
0.0017057409847791817,0.007602830098773665,-0.017633651584097115,-0.0067289861478067306,4.456689040321368e-05
0.0016037594904149163,0.008118223076232542,-0.016529040057257527,-0.009802484041444525,-0.0020885222590336285
0.00149575418678441,0.008567606101624044,-0.015073921646232034,-0.01283063569893671,-0.0036479132072013546
0.0013826080979994016,0.008949094521705416,-0.01328731781660317,-0.015593726770093616,-0.0041607619252901655
0.001265313101191814,0.009261577053458144,-0.011195548270559009,-0.017898887801258846,-0.003336711545620095
0.0011449647839714841,0.009504692392867924,-0.00883184985763694,-0.01958661923731012,-0.001318077292219802
0.0010227518303353928,0.009678789280502066,-0.006235844583576171,-0.020538368270900522,0.0011576385060003689
0.0008999356087212955,0.009784863668749774,-0.003452872768357278,-0.020686118050039004,0.0029613219721629164
0.0007778216242169601,0.009824477231637417,-0.0005331998598332319,-0.020019802310475832,0.0031726144796344075
0.0006577291430146557,0.009799669532899308,0.0024688997111201485,-0.018586779485313357,0.001721186465710874
0.0005409646872844998,0.009712874990677746,0.005496173967969411,-0.016481203775410715,-0.000449478746006303
0.00042879976803075537,0.00956684643069292,0.008489519993660977,-0.013827095888911912,-0.0019342691816134276
0.00032244774594782425,0.009364577555164984,0.011389173456421974,-0.010762333134094517,-0.0018177646606271753
0.00022303380779380757,0.009109215242103305,0.014135925637816979,-0.007428820086004287,-0.0003308277750351301
0.00013155660248897056,0.008803960617526597,0.016672339801317118,-0.003968415173470103,0.0013223371932788949
4.884649493692074e-05,0.008451968909169553,0.018943949706914643,-0.0005194619829836365,0.0018807585148433229
-2.4471270034170663e-05,0.008056263583470743,0.02090042870341605,0.00279123656885571,0.0010016244821001584
-8.800210612704506e-05,0.0076196765234571775,0.022496714242332204,0.0058616812000053175,-0.0004683488605292907
-0.00014159494474101539,0.007144816866141775,0.023694063867408105,0.00862867346251482,-0.001151925333279297
-0.00018534489600959868,0.0066340640259974345,0.024461012559270738,0.011076185329388035,-0.00022810227872711026
-0.00021958831479496483,0.006089579879640337,0.024774202517264518,0.013234214771558039,0.0018929100874361937
-0.00024489025785278735,0.005513339279604524,0.02461906322072027,0.015168613088745607,0.003820504798473058
-0.000262022197910065,0.004907181367297711,0.023990326061315907,0.016965229097471776,0.004155470573450097
-0.0002719285419926923,0.004272882615318561,0.022892359818113907,0.01871163811008788,0.0024439015774739854
-0.00027568339347827924,0.003612247254814148,0.02133931184579088,0.020478094046992388,-0.0005676584993152517
-0.0002744414956913871,0.0029272062998582124,0.019355039748690777,0.02229856968663346,-0.0034912132981128373
-0.00026938743912990827,0.0022199161522682073,0.01697282296936699,0.02415379443559708,-0.005190032196304516
-0.0002616854893604701,0.0014928508688159504,0.014234852120630751,0.02595977798714911,-0.005355569070360035
-0.0002524310333132701,0.0007488847012987389,0.011191501872359838,0.027565372846264438,-0.004450213752669674
-0.0002426052631498502,-8.639293510617801e-06,0.007900397754152886,0.028760326265911424,-0.003202835360050043
-0.0002330366443294124,-0.0007758617203381191,0.004425289461007427,0.0292924425115527,-0.002109875483075025
-0.00022437362803402058,-0.0015483885911667947,0.0008347471535599645,0.02889104503243721,-0.0012656549322456472
-0.00021707130835026418,-0.0023213069252185263,-0.0027992944636077858,0.027294615952728158,-0.0005101726156929683
-0.00021139102542177182,-0.0030892318511681694,-0.00640310847659547,0.024281892718479105,0.0003415580071823924
-0.00020740889869497411,-0.0038463772514042856,-0.009902819939611776,0.01970564737653925,0.0013834235686991754
-0.00020502916027475277,-0.004586641536695122,-0.013226074959599281,0.013526079621886088,0.0026163638881663005
-0.0002040008021545879,-0.005303704518786542,-0.016303691504419897,0.005837740893382706,0.003943554934592971
-0.00020393907014951016,-0.005991136361327449,-0.019071254245222505,-0.0031172010761387247,0.005110534452021458
-0.00020435416617896687,-0.006642520787866427,-0.021470618306695003,-0.012954259446509731,0.005683265853011303
-0.0002046875163147489,-0.00725159106078826,-0.02345128529439857,-0.023170639669932658,0.005194304099691859
-0.00020435275121343497,-0.007812371617143301,-0.02497161238555673,-0.03318352107149535,0.0034474972757149074
-0.00020277647196183338,-0.008319314759019716,-0.02599981585266506,-0.042375974825408155,0.0007808599620856843
-0.00019943407194447554,-0.008767422394722035,-0.0265147361094497,-0.050144454918220956,-0.0019561651297610484
-0.00019387765698312506,-0.009152346252741937,-0.026506340797554047,-0.05594373779504587,-0.0037768697957948918
-0.0001857549309851214,-0.009470463558494588,-0.025975952583956137,-0.059326816711397265,-0.004080180148923178
-0.00017481891474303043,-0.009718927319845206,-0.024936197344796098,-0.05997792924318069,-0.0029842042523130705
-0.00016092882126522655,-0.009895691569989349,-0.02341067647209415,-0.05773708026587496,-0.0012481721364223403
-0.00014404302176214667,-0.009999513345144723,-0.02143337512212257,-0.05261478383261134,0.0001616324817400181
-0.0001242058974137148,-0.010029934963464247,-0.0190478262491655,-0.044796334228710134,0.0005812677261342583
-0.00010153081199842061,-0.009987251148217392,-0.0163060568523588,-0.0346352761443842,-6.197744685169794e-05
-7.618086440687471e-05,-0.009872464693804506,-0.01326734683937924,-0.022635700742902137,-0.0013012224564197727
-4.8347850867815045e-05,-0.009687232370045163,-0.00999683287905377,-0.009423105936612946,-0.002429904074466851
-1.822918832061867e-05,-0.00943380169443018,-0.006563991676741301,0.004295362648925921,-0.002854565891779452
1.3996650347714395e-05,-0.009114940648162505,-0.0030410408229829123,0.017778340029424283,-0.002338883705729965
4.8193751541770105e-05,-0.008733865642501327,0.0004987000831839026,0.030300257087427545,-0.0010714564671262825
8.428758336950151e-05,-0.00829417531326618,0.003982442832734468,0.04119821781699834,0.00043745050470607005
0.00012227569179296997,-0.007799796580604143,0.007339515393074032,0.04991148385404152,0.001588113189962173
0.00016222933825916353,-0.00725494497752286,0.010502861374113973,0.05601197140712839,0.0019747411282351975
0.0002042878694910839,-0.006664096317484865,0.013410425203888745,0.059226200437507336,0.0015974363513852326
0.0002486488237994353,-0.006031964536585242,0.016006399614756923,0.05944931751606532,0.0008730051154829011
0.0002955559113901189,-0.00536348197178452,0.01824231430659574,0.05675050753129506,0.0003993528592346302
0.00034528514815238194,-0.004663781490661418,0.020077945513373354,0.051367909623584694,0.000584278959308883
0.0003981282787339926,-0.003938181795115809,0.02148202865981388,0.04369148154533526,0.0013684945051231927
0.0004543730168675491,-0.003192176475147433,0.022432761733387045,0.03423418285669201,0.002241091740021175
0.0005142809059339337,-0.002431425151530182,0.02291809410976146,0.023594143885305823,0.0025572765270332094
0.0005780644217597747,-0.0016617436496921601,0.022935801823898313,0.0124117914366245,0.001952503756172677
0.0006458646217279007,-0.0008890907554383567,0.022493354348442386,0.001325858819327515,0.0005732817151143319
0.0007177297686221331,-0.0001195506911738691,0.021607580778277596,-0.009068432362770317,-0.0010224520386997065
0.0007935950908183754,0.000640689001414532,0.020304146919217326,-0.018256050010078816,-0.002204777833191752
0.000873264695744626,0.0013853658414274175,0.018616859940189755,-0.02583062359331332,-0.0026040640563987616
0.0009563979150578464,0.0021081807100568934,0.016586822575259477,-0.03151192523450228,-0.0022289857576291623
0.0010425027342111834,0.0028028501181653733,0.014261461978130207,-0.035151008192757516,-0.0013494545933190904
0.0011309378177518337,0.0034631742247756836,0.011693458135610652,-0.03672405130405835,-0.0002920333315681188
0.0012209226516442973,0.004083118697633737,0.008939594516358946,-0.03631814144475145,0.0006855213907550541
0.0013115538577766256,0.004656905794975322,0.0060595519139349146,-0.03411296706327256,0.0013938918717574622
0.0014018256323939172,0.005179109769525685,0.003114666789198491,-0.03036147505942728,0.001669424675078052
0.0014906531199752454,0.005644753138741814,0.0001666771175084805,-0.02537090541925672,0.0013922159607662038
0.001576898204637185,0.006049401522284118,-0.0027235202647762813,-0.019484498874929618,0.0005747722457399659
0.0016593969508387982,0.006389254362521306,-0.005497077836059425,-0.013064036441112106,-0.000569843544522845
0.0017369871413253706,0.006661227604143212,-0.008098350408513305,-0.006473655408537357,-0.0016741326715812145
0.0018085340859514056,0.0068630241169820305,-0.01047597401614224,-6.526232705616232e-05,-0.0023724975815890875
0.0018729536540338107,0.006993189212099271,-0.012583851855455389,0.0058348069570704686,-0.002463512469027419
0.001929232691742731,0.00705115091056827,-0.014382028214250423,0.010938706782966122,-0.001969072028149126
0.0019764473828628513,0.007037245521032528,-0.01583743287432105,0.015009886336226836,-0.0010731140785879094
0.0020137791270547134,0.006952727610976187,-0.016924482758491205,0.017874693544193552,-1.733674779755276e-05
0.0020405260073292912,0.006799761145856866,-0.01762553296092779,0.019430600325450065,0.0009622478375173809
0.002056107562709353,0.006581388295755627,-0.017931172718144546,0.01964928021469789,0.0016518619443290595
0.0020600622730750358,0.006301475667115739,-0.017840361775797814,0.018574664060165433,0.001891601246320092
0.002052039968628889,0.005964642812083662,-0.01736040074596361,0.0163180098385338,0.0016590740446220395
0.002031793081526125,0.005576180928455127,-0.016506729437030923,0.013052190327266865,0.001144792696608522
0.0019991696276155085,0.005141967902185128,-0.015302552601720415,0.009005424839600932,0.0007029763914194857
0.0019541075848884945,0.004668380295429683,-0.01377830189241224,0.004452127498174021,0.000636482337393086
0.0018966274724358768,0.004162198029732159,-0.0119709512402586,-0.0003021755790294239,0.0009405216530719929
0.001826820008387008,0.0036304978003245483,-0.009923205669197735,-0.004942604942096877,0.0012309985783620584
0.001744829129201504,0.0030805372563385593,-0.007682580096959858,-0.009170055695181816,0.0009888340858971436
0.0016508350397881541,0.0025196395166320567,-0.005300379331114561,-0.012723565561872796,-2.9983129944086918e-06
0.0015450439519751906,0.0019550907727836457,-0.0028305893813197376,-0.015394587431627816,-0.0013644577544506403
0.0014276889917782057,0.0013940595845224701,-0.00032869642426363086,-0.017032035792392073,-0.0022598206450298057
0.0012990417167993039,0.0008435374029641404,0.0021495393566746345,-0.01754177694814866,-0.0019592943742385207
0.0011594292021994074,0.0003102918985520569,0.004549318727271164,-0.016886264202823662,-0.00044571069393057906
0.0010092506549565677,-0.00019917709310750744,0.006818008917447359,-0.015087912405168527,0.001415378379593836
0.0008489902741228423,-0.0006786843742272283,0.008906287199687696,-0.012235197604724496,0.002350303590032185
0.0006792271723885636,-0.0011224071914045222,0.010769198896714514,-0.00848670133704776,0.0015269319091761658
0.0005006455194894821,-0.0015249283016143143,0.012367112422666847,-0.00406792435051179,-0.0008092138381475816
0.00031404724477408476,-0.0018812700876971913,0.01366655494108828,0.0007413599304008023,-0.003394740330248105
0.00012036672956762439,-0.002186920624423917,0.014640909904180143,0.0056274403453360315,-0.004708392636642687
-7.931566797545287e-05,-0.0024378570642152307,0.015270956481444957,0.010266470147941518,-0.003932406410488651
-0.0002837649774121428,-0.002630572579606956,0.015545233748185778,0.014347662916739917,-0.0014646365716795503
-0.0004915902560396543,-0.0027621106200911116,0.015460219170691819,0.017593628679941836,0.001355077700616417
-0.0007012510793850083,-0.0028301069282174415,0.015020318674061372,0.019777343318616206,0.003096415095564224
-0.000911071433960018,-0.0028328378277304787,0.014237671954605333,0.020735865972885372,0.0030840645449195974
-0.001119260442096509,-0.0027692729496113897,0.013131781315918679,0.020380639108844648,0.0017021533297749106
-0.0013239393615717882,-0.002639130482831901,0.011728976373996535,0.018703884738719978,2.7829816513811012e-05
-0.0015231738551492132,-0.002442932213886538,0.010061731414206883,0.015780723879673428,-0.0008908317473314351
-0.0017150098657054596,-0.0021820545001655415,0.008167856435768698,0.011766922317503892,-0.0006212677917359333
-0.0018975112899453981,-0.001858771165093825,0.006089585623561691,0.0068921245671590345,0.0005243455836689571
-0.0020687982845587543,-0.0014762855456507999,0.0038725876538637447,0.0014481303811859753,0.0017985058376911054
-0.0022270858142653814,-0.0010387504209767083,0.0015649220356544356,-0.004228162041650684,0.0024957196091455526
-0.0023707219901616394,-0.0005512746284529447,-0.0007840336670181087,-0.009776563341496175,0.0023022367616448414
-0.002498224638418423,-1.9913496930748945e-05,-0.003124659059930501,-0.014838078093747311,0.00137463412470066
-0.002608313359129302,0.0005483614925149937,-0.005408140679862299,-0.01907908129729355,0.0001811644583972921
-0.002699934437671696,0.0011457178435181283,-0.007587470097483336,-0.02221271698186767,-0.0007672508817617764
-0.0027722777124699876,0.0017635426005786256,-0.009618369329174866,-0.024016649183864078,-0.0011655737337668444
-0.0028247866452828217,0.002392544907514699,-0.011460128736583346,-0.02434755083423062,-0.0010440795290602893
-0.0028571634815791553,0.0030228757798324746,-0.013076346332714112,-0.023152382252178957,-0.0007203853851280905
-0.00286936973482871,0.00364426292179732,-0.014435557248559753,-0.020474824665891556,-0.000582093941162009
-0.0028616195870887593,0.004246162699049818,-0.015511740426299063,-0.016453955382088173,-0.0008077499742640481
-0.0028343627193855537,0.0048179328935916334,-0.016284690932631976,-0.011313202745633497,-0.0012105115148035631
-0.002788255202655692,0.0053490258713407846,-0.016740253370913206,-0.005340906165769142,-0.0013515896147837654
-0.0027241214861023102,0.005829193983077499,-0.01687042278130358,0.0011326396909917783,-0.000893202303238558
-0.0026429142127699858,0.006248692684776163,-0.016673328490111317,0.007755725567081238,4.9882765466095255e-05
-0.0025456787939391787,0.006598466796003708,-0.016153118514215598,0.01417003536485653,0.0008632994769248011
-0.0024335261379968133,0.006870311828167397,-0.015319757012699687,0.02002106363077942,0.0008075749525535643
-0.002307612244491523,0.007057010795554854,-0.01418873978049607,0.024968871860267788,-0.000400426447870504
-0.002169120920380339,0.007152451460592128,-0.012780729151530428,0.028703561688836487,-0.0022328708753701653
-0.00201924710549529,0.007151727085041929,-0.011121112572056627,0.030966103293057448,-0.0035532116035456108
-0.0018591816272517463,0.007051218280162616,-0.009239495608099486,0.03157089091713966,-0.0033125388908602773
-0.0016901004662962362,0.006848650007613879,-0.007169144493228031,0.030424658263567193,-0.0012808114725639875
-0.0015131607761449074,0.006543119649224828,-0.004946391888047455,0.027538016890387505,0.0017220555287539056
-0.0013295027627934204,0.006135097858337706,-0.0026100138716690494,0.02302902452464048,0.004294041113428625
-0.0011402539359769163,0.005626408649191052,-0.00020058153769746703,0.01712006839595965,0.005306959077538781
-0.0009465325294681986,0.00502019484981243,0.0022402088637225753,0.010128714191704405,0.004550316121066629
-0.0007494498160223131,0.00432087013300268,0.004670218031024181,0.0024513155733536618,0.0027268099913790983
-0.0005501139874385035,0.003534053962922572,0.007047543622206295,-0.005462339556085444,0.0008559618373244925
-0.0003496384798208718,0.0026664857009415606,0.009331183780915249,-0.013142824398238022,-0.0004242496393021129
-0.00014915460485824577,0.001725919563113314,0.011481675583588256,-0.02013889779748692,-0.0011330286503205775
5.0175652879729276e-05,0.0007210091176815924,0.013461707236338754,-0.026052274382484124,-0.0016529355342741975
0.00024715260784089025,-0.00033880699383109195,0.015236706071444799,-0.03056307606789678,-0.0021914882622225047
