Delta,Theta,Alpha,Beta,Gamma
8.299184610481898e-09,1.4045024884279506e-08,1.40450248842795e-08,4.648244498413406e-06,8.394204661578185e-05
7.414151618585631e-08,1.2498024808021172e-07,1.244226099108781e-07,3.834231447684666e-05,0.0005573601236726519
3.3462769393130253e-07,5.611700702173302e-07,5.551278406470745e-07,0.0001561247250033689,0.0016525495951060633
1.0412919165262093e-06,1.7348396851868027e-06,1.701395988734413e-06,0.00042728559995921194,0.0027985257788717454
2.559158376398661e-06,4.22980712182016e-06,4.102000062152735e-06,0.0008994554354794126,0.00259906907070424
5.356795580609417e-06,8.77101316501394e-06,8.3878997131888e-06,0.0015689743653296482,2.8819397777649344e-05
9.995349691578744e-06,1.6190216242539682e-05,1.5223643262620951e-05,0.002368480774419707,-0.004320711558862755
1.7114115642336367e-05,2.738439552948267e-05,2.524029774757483e-05,0.0031704909846380345,-0.008258492831217434
2.741047028504887e-05,4.326402781405264e-05,3.895956564387147e-05,0.0038037886183216454,-0.009341433435745365
4.1614191982575804e-05,6.469234587315237e-05,5.67129801457997e-05,0.00407928471952151,-0.00649940840901598
6.045831546340783e-05,9.242041792956219e-05,7.856395652077593e-05,0.003821821776370296,-0.000744937751183796
8.464896832708126e-05,0.00012702338028570335,0.00010424083703454906,0.0029032481397604716,0.005452284540742891
0.00011483525064029408,0.000168840697980357,0.0001330861835962866,0.0012708227167191194,0.009588088121246072
0.000151578926844358,0.00021792102103042668,0.00016402466426181062,-0.001034745281970143,0.010376195434614113
0.00019532403703452074,0.0002739726891957846,0.0001955517040560955,-0.0038749310519111853,0.008145956469838846
0.00024636821118416365,0.00033632366791416286,0.00022574708037696663,-0.007022655073532556,0.004347467321199423
0.00030483865590242784,0.0004038964882338658,0.0002523185687649766,-0.010182743178752684,0.0006327315941041881
0.0003706750093604646,0.00047520210908389153,0.0002726780396489529,-0.01302067113956641,-0.0019187057685585433
0.0004436190162109208,0.000548352437627963,0.00028404709010737057,-0.01519715794507882,-0.003094701095225521
0.0005232093567187593,0.000621088198709885,0.00028358523535554564,-0.01640591462188989,-0.003354215545809245
0.0006087806301358283,0.0006908197785040298,0.0002685338712726541,-0.01641026592512149,-0.003351999215233509
0.0006994679065319908,0.0007546825899356252,0.00023637263857974718,-0.01507275564543316,-0.003472111730306396
0.0007942200215463176,0.0008096112284632159,0.00018498713391814465,-0.012372276630781418,-0.0036133803680046244
0.0008918238352675131,0.0008524346885991802,0.00011284450776992691,-0.008406433428513816,-0.0033321558541504316
0.0009909383225132492,0.0008799888374398334,1.9167100985549443e-05,-0.0033811243536572906,-0.002248011766361821
0.0010901341563922535,0.0008892366847522371,-9.591135579419769e-05,0.002408020061051799,-0.000440938907692097
0.001187933907403376,0.0008773861063856469,-0.0002312227500595598,0.008598178109930901,0.001458500156182897
0.0012828502794876146,0.0008419987971716242,-0.0003844853037630547,0.014784208718055629,0.0025961956668349097
0.0013734226094238155,0.0007810892416238734,-0.0005522719887244299,0.02054610390623639,0.0024426172428117744
0.0014582525136186424,0.0006932137966348524,-0.0007300277312394713,0.025478756567058853,0.0011701063208849314
0.001536037604796248,0.0005775468185046923,-0.0009121380665706912,0.02922153628075501,-0.00043737922010488213
0.0016055997801241375,0.00043393692575691714,-0.001092054076102174,0.03148364682320217,-0.0014953084436161764
0.001665904438453321,0.00026293668433936324,-0.001262476396202207,0.032062261072452,-0.0015755230234003443
0.0017160697872995272,6.58042971678141e-05,-0.0014155938314236712,0.030853376412642696,-0.0008969073819431255
0.0017553690211279385,-0.00015551750858923372,-0.0015433636916992487,0.027857669641091348,-3.469358142837337e-05
0.0017832295696911214,-0.0003984375321120112,-0.0016378169717835185,0.02318327357524016,0.000578175911768159
0.0017992317057108928,-0.000659762374658004,-0.0016913739152388436,0.01704473772400147,0.0009332326188900498
0.001803105419303235,-0.0009357539059781099,-0.001697160937942478,0.009755072474307704,0.0013016001791797429
0.001794722790334115,-0.0012222015635774367,-0.0016493225681264401,0.0017081830219712979,0.0018386172260107863
0.0017740847500303167,-0.0015145100403669016,-0.0015433191192146176,-0.006647752924626553,0.0023314781629357744
0.0017413047438860547,-0.0018077965464296337,-0.0013761948468239945,-0.014841769331868426,0.0023397676734115387
0.0016965942683341833,-0.002096987631052896,-0.0011467980439855893,-0.022411053413418428,0.0016079720064587418
0.0016402544731485918,-0.0023769070839890646,-0.0008559375910859935,-0.02892790576046573,0.00036800406383018556
0.001572674720914047,-0.0026423523555038804,-0.0005064684342643099,-0.03402253359084624,-0.0007646003965540406
0.0014943359018643918,-0.002888162443197495,-0.00010330621221856896,-0.037403277498897394,-0.0012403234272196169
0.0014058156459639572,-0.0031092814219501872,0.0003466253669889124,-0.03887498369224779,-0.001000705293127597
0.001307794214298619,-0.0033008190275721455,0.000834511598677422,-0.03835390218214265,-0.0005197860280137791
0.0012010616750403006,-0.003458106640884502,0.0013498267281284852,-0.035876067532547226,-0.00042387479001622857
0.0010865270117691222,-0.0035767470436196378,0.0018805733810403134,-0.03159689697324352,-0.0010004161714087638
0.000965228033713012,-0.0036526594479387906,0.0024135732660711695,-0.025781948621871484,-0.0019864266580764418
0.0008383390687162538,-0.003682124534296214,0.0029347962801424673,-0.01879053741392905,-0.002783108814902212
0.0007071730980823982,-0.003661834667599386,0.003429713714645339,-0.011054066627592096,-0.002898135509105243
0.0005731763119063394,-0.0035889520128400275,0.003883663172151597,-0.0030500386893314926,-0.0022617387440536305
0.0004379146143360184,-0.0034611744184977755,0.0042822154834031775,0.004727782181305474,-0.0012040668651485688
0.0003030520511678955,-0.0032768080056149837,0.004611534918789114,0.011801866780610083,-0.00016900954503714003
0.00017032055220761938,-0.00303484623409593,0.004858723431905046,0.017743586143232157,0.000578344374893966
4.1480099875516185e-05,-0.0027350555329503433,0.005012139860678746,0.022202977146430478,0.0010452616208027326
-8.173045204337615e-05,-0.0023780655277521553,0.0050616877901711954,0.02493328207284227,0.0013992145842599867
-0.00019764951527245458,-0.0019654581207978884,0.004999070402820637,0.025809258937176793,0.0017956746230366272
-0.00030475170929184235,-0.0014998467668277538,0.004818014345905351,0.02483889053704768,0.002284293290323205
-0.0004017052495877548,-0.0009849371954326822,0.004514465347776622,0.02216760411364857,0.002816298785538056
-0.0004874244154168728,-0.0004255629310421929,0.004086756636814656,0.018073317329113683,0.0032874490566228037
-0.0005611144853776784,0.00017230926016794022,0.0035357497598377642,0.012950855083800202,0.00356379359379973
-0.0006223060486461968,0.0008016091247815346,0.0028649479493363566,0.007285897119105189,0.00350359576695803
-0.0006708744649630292,0.001454234277365725,0.0020805837209293076,0.0016205806259475606,0.003010698106164328
-0.0007070401534177261,0.002121168927195746,0.0011916819343973813,-0.0034862613720186213,0.0021029097364882636
-0.0007313474783954181,0.002792651331067719,0.00021009526789862092,-0.0075018989796734855,0.0009239129856449566
-0.000744623599789013,0.0034583843999613176,-0.0008494976044059671,-0.009964247773656789,-0.0003462208373385821
-0.0007479217205901225,0.004107778074052899,-0.0019696459796973596,-0.010526664187608394,-0.0016246319926383956
-0.0007424540629171248,0.004730210233584183,-0.0031302486462541743,-0.008999614439927167,-0.0029729007036573343
-0.0007295188546933547,0.005315294621769425,-0.0043087547308387495,-0.005383547700276644,-0.0044794713052670136
-0.0007104244199007358,0.005853146368217921,-0.005480451117590023,0.000113384404447135,-0.006052003956072125
-0.000686413780623327,0.0063346353839111545,-0.006618841253251861,0.007077260741169574,-0.007308967329008092
-0.000658594917404866,0.006751615333668751,-0.007696119722512062,0.014911017671100991,-0.0077101738731328905
-0.0006278832807148143,0.007097114065884599,-0.008683745553061796,0.022875738739608912,-0.0068720926625071965
-0.0005949625862733545,0.0073654732153276515,-0.009553111904444548,0.030147163282811362,-0.004839663628945993
-0.0005602672409233218,0.007552430302156672,-0.010276300687075081,0.035883809101811465,-0.00209543409253366
-0.0005239864569281,0.0076551432869298944,-0.010826900825754908,0.03930275209748522,0.0007137415520365755
-0.00048608790970049225,0.007672162212950538,-0.011180861679248677,0.03975766455027892,0.003128052910143699
-0.0004463580182262676,0.007603354647298097,-0.011317349432848164,0.036811770229329493,0.0050439671523233
-0.0004044554988192749,0.007449792958538121,-0.011219572372421063,0.030297415392321937,0.006599732273177761
-0.00035997363246629595,0.007213613947044649,-0.010875538975462397,0.020354897281263423,0.007906428654643017
-0.0003125048883314992,0.00689786458494685,-0.010278711172604553,0.007445527564702251,0.008858326095984638
-0.000261700613235822,0.006506349101576324,-0.009428516529668413,-0.007663690872495574,0.009158432760641485
-0.0002073196651476804,0.006043490281049596,-0.0083306895165493,-0.02394465958419333,0.008501928826179
-0.0001492627664983264,0.005514212360616295,-0.006997422494660604,-0.04018126201044368,0.006750710353180953
-8.759216186352645e-05,0.004923847564189173,-0.005447317961426442,-0.05506732987116087,0.003987277259100617
-2.2537272662729225e-05,0.004278065899744884,-0.003705141737821309,-0.06732174086723185,0.0004729026724716693
4.5513402079105514e-05,0.003582828134298235,-0.00180138217734014,-0.07580879024734627,-0.003395882911863078
0.00011603411203933193,0.0028443617825639218,0.0002283739731456687,-0.07965008446200027,-0.007096879012955943
0.0001883957868469753,0.0020691568084729955,0.0023442301666260195,-0.07831554286024929,-0.010022550052766659
0.0002619073796214474,0.0012639722271850218,0.004502904173472141,-0.07168461935070297,-0.011625296883312647
0.0003358576058075072,0.00043584080716644095,0.006658751209526489,-0.06007237566249716,-0.011630451723157138
