Delta,Theta,Alpha,Beta,Gamma
1.0952260632722911e-09,1.8534926061462336e-09,1.8534926061462328e-09,6.134191203187123e-07,1.1077656610012871e-05
9.614379773162591e-09,1.6205818102159457e-08,1.6132227757373264e-08,4.964784894364343e-06,7.183498383323171e-05
4.300169613395295e-08,7.210607966108445e-08,7.132011658053354e-08,2.001981408199559e-05,0.00021030889756227026
1.3433123465782597e-07,2.238045786883816e-07,2.1949063403802486e-07,5.516246023681136e-05,0.0003652235194063403
3.3628465291796913e-07,5.56063579739464e-07,5.395829337193653e-07,0.00011951596585636301,0.000398872482009698
7.260677138597e-07,1.1904047881752798e-06,1.1405817426831731e-06,0.000219697306369253,0.00021350734462091843
1.409254945910366e-06,2.288759141046029e-06,2.16094720745061e-06,0.00035712631797364127,-0.0001698069818897982
2.5205515658376487e-06,4.0510884925074365e-06,3.760888098772225e-06,0.0005246581276408834,-0.0006324223321542715
4.222025155927849e-06,6.7080529396126994e-06,6.1088504715628065e-06,0.0007043145937006569,-0.0010184977876317245
6.700906581198209e-06,1.0512486598182597e-05,9.366497291824398e-06,0.0008681656628739326,-0.0011749655382632172
1.016894266198706e-05,1.5733202711518876e-05,1.3676255416935612e-05,0.00098302874308652,-0.000978727001857826
1.486388908599836e-05,2.2652184431982262e-05,1.9152926841343812e-05,0.0010176740087225154,-0.0003883964656191455
2.105197287695947e-05,3.1563157005606286e-05,2.58776342586904e-05,0.0009498517349230478,0.0004833188059217102
2.902890453862682e-05,4.2767428418469204e-05,3.3890172922253233e-05,0.0007703932893203346,0.0013396227326036806
3.911679203215106e-05,5.656261728302197e-05,4.317564379759906e-05,0.0004828614537244691,0.0017799243571649094
5.1655158691019695e-05,7.32215287709854e-05,5.3643120097484517e-05,9.914669311000452e-05,0.001489935370657634
6.698584510602316e-05,9.296133699559956e-05,6.509731779325417e-05,-0.00036682635209122315,0.00044890467380969963
8.543326928418289e-05,0.00011590627569346408,7.720756293127119e-05,-0.0009042622691761557,-0.0009801670839945573
0.00010728269020545723,0.00014204908721048332,8.948050500559126e-05,-0.0015069355051331003,-0.0021625597432636612
0.00013275935534750327,0.00017121681498810263,0.0001012432190036806,-0.0021698610142102392,-0.002476720721476877
0.00016201068548030945,0.0002030451240022485,0.0001116415446902826,-0.0028821859888596927,-0.0016337698508601592
0.0001950923001487425,0.0002369628281918294,0.00011965543674506725,-0.003619007446720527,0.0001400606529882235
0.00023195726973911695,0.00027218569826395754,0.0001241298700522151,-0.004335529516327338,0.002165049592826126
0.00027244707018384077,0.00030771694079990297,0.00012381760801672927,-0.004966380824142822,0.0035948643711563636
0.00031628272122296224,0.0003423516842536321,0.00011742968335314324,-0.005431198492434465,0.0037943058430409526
0.00036305556393046633,0.00037468444561540435,0.00010369083619856499,-0.005645372868723526,0.002629308262559458
0.0004122186532810079,0.00040312110497792625,8.139956260884653e-05,-0.005533022471227029,0.000535035824279592
0.00046308097696377235,0.00042589891609273435,4.9494279722629626e-05,-0.005038651857205875,-0.0016681883740285014
