Delta,Theta,Alpha,Beta,Gamma
-0.0008738326994341271,-0.0034693096703261694,0.0026005384991280617,-0.01272148106961918,-0.00010650469444710898
-0.0008546307135596195,-0.0034739460226251265,0.0023420398988576274,-0.014819203264025037,-0.0009198683245161968
-0.0008341632854926073,-0.0034434446008854164,0.002037306162414666,-0.015800911474291163,-0.0014884870472324308
-0.0008120697629788744,-0.0033773075079366545,0.0016897581994920541,-0.015673788941312668,-0.001601241538105215
-0.0007880082342125935,-0.00327547770894102,0.001303541893796109,-0.014521362530887316,-0.001213384595957789
-0.0007616515060921697,-0.003138331294131026,0.0008835030909812517,-0.012488082082529873,-0.0004526107310162357
-0.0007326823130289116,-0.0029666633949977173,0.0004351526661830188,-0.009762396527177622,0.0003977193633212221
-0.0007007907304510574,-0.002761673130900764,-3.538425151343119e-05,-0.0065611839116967345,0.0009705676870918795
-0.0006656746478253297,-0.0025249492657944132,-0.0005214366723226951,-0.0031158646733367044,0.0009744660856085931
-0.0006270416383756408,-0.002258453915136189,-0.0010158706556403023,0.0003412840259164817,0.0003853611186247188
-0.000584609828467681,-0.0019645004454556,-0.0015111820067840128,0.003591724052653584,-0.0004727176778944693
-0.000538107040170547,-0.001645724675435365,-0.0019995967277833242,0.00644518605512427,-0.0010745776230196723
-0.0004872700539314078,-0.0013050529517695602,-0.0024731814310569138,0.008751349035381679,-0.0010216545905944343
-0.00043184703819023305,-0.0009456726751747991,-0.0029239675790717775,0.010406102769828028,-0.00033101904948791696
-0.0003716049753039021,-0.000571008629108819,-0.00334409065320056,0.011352030016973113,0.0005492465017461385
-0.0003063413059799247,-0.0001847038669295233,-0.0037259401439722365,0.0115751945774538,0.0010442659156444888
-0.0002358970897823981,0.0002093994255429552,-0.004062312430402501,0.011101141941160948,0.0008676514065073731
-0.00016016899237214702,0.000607283590550179,-0.004346558488988204,0.009991797597312588,0.00023402851453501952
-7.911883141643174e-05,0.0010047856277997694,-0.00457272098522012,0.008342933904871347,-0.00029970124118640877
7.219349715337264e-06,0.0013976335015071604,-0.004735657759743027,0.006280730244077117,-0.000246828658582581
9.873471472540922e-05,0.0017814882371735598,-0.004831149105814942,0.003956285267698134,0.00045454936647181535
0.00019523845583225706,0.0021519927600760305,-0.0048559852378167005,0.0015379840079747477,0.0014020362117717557
0.00029646729023289335,0.002504828974336087,-0.0048080302472585604,-0.0007978099592461232,0.0020114160733391614
0.00040209207312230075,0.00283578297512785,-0.004686261002914133,-0.00287755872448372,0.001891699178741952
0.0005117303581924426,0.0031408154096861977,-0.004490782913397803,-0.004543118329486028,0.0010453719127332364
0.0006249606275137494,0.0034161320740889456,-0.004222826886678115,-0.005665991683266274,-0.0002060678412586122
0.0007413361161151608,0.003658250243952121,-0.0038847317165393784,-0.006161909246341885,-0.0014575422120470848
0.0008603972931038815,0.003864058299071755,-0.003479914207455004,-0.006003053842061883,-0.0024177814200029174
0.0009816830048387066,0.00403086794287452,-0.0030128276757187254,-0.005224959807455693,-0.002955570738951926
0.0011047402707032054,0.004156458414106992,-0.0024889094328510077,-0.0039261771614780405,-0.0030333531607079985
0.001229131997025112,0.004239110986998312,-0.0019145190264665702,-0.002260500951413705,-0.002643637246620234
0.001354441319269449,0.004277631286788003,-0.0012968698118075795,-0.0004229228132649422,-0.0018176900065763053
0.001480271469660296,0.004271357489151773,-0.0006439558476803428,0.0013689713118127896,-0.0006766864257871659
0.0016062407641703,0.004220153899978836,3.5525394389405434e-05,0.002896334975414642,0.0005535162552665751
0.0017319728755904396,0.00412439061331553,0.0007322552741300705,0.0039611653715169795,0.0016044433632792707
0.0018570827680013352,0.003984910496208607,0.001436382477303227,0.00440698445096576,0.0022700365567480253
0.001981158939583266,0.00380298537445929,0.0021376195712419672,0.004135986909765338,0.0024854846135428494
0.0021037434784104375,0.0035802648668249227,0.0028253507792339095,0.0031212111832280274,0.0023374370887531658
0.002224312706286275,0.003318723500107227,0.0034887559268668585,0.0014131753511527872,0.00201239402626837
0.0023422619119092365,0.0030206128651354396,0.004116956017566476,-0.0008592168536152304,0.0017137228006370866
0.0024568969654804847,0.0026884241333406827,0.0046991835800167655,-0.0034941594127659223,0.0015716754526093634
0.0025674336415549464,0.0023248626189181438,0.005224976264087537,-0.006230115811042875,0.0015676628863834068
0.0026730036040340382,0.0019328326288015217,0.00568438771382423,-0.008767616869484855,0.0015112325711098393
0.002772665675790091,0.001515430104530528,0.006068208198265878,-0.010798684499142525,0.0011164573124825092
0.0028654224305750754,0.001075942841484296,0.006368189199716166,-0.012040164194486449,0.0001803344546869483
0.0029502439156939334,0.0006178609241970375,0.006577268620018147,-0.012265504806721719,-0.0012244130893429655
0.0030261005358956767,0.00014490015464385477,0.006689793079888367,-0.011330075038828276,-0.002690587925502322
0.003092005032538296,-0.00033896258747963726,0.006701729701657728,-0.009187663277092134,-0.00364886296281639
0.0031470602116254365,-0.0008294488715068581,0.006610854001822716,-0.0058985817094344625,-0.0037067625185401203
0.0031905068129836267,-0.0013219437606050628,0.006416897171148716,-0.0016308954019640424,-0.0029328427493817023
0.003221766177233289,-0.0018114762848048835,0.006121637803248666,0.0033447390772887403,-0.0018564468844770835
0.003240474765185313,-0.002292720752301666,0.005728929221516232,0.008667979556083597,-0.0011361886585835685
0.0032465101925374276,-0.002760019431875988,0.0052446603106094435,0.013911437133280354,-0.0011040814262299689
0.00324000939920814,-0.003207425133116791,0.004676651681653752,0.018613443993537322,-0.0015153207107634018
0.0032213785339086946,-0.0036287636457893926,0.004034489388204896,0.022318304100284812,-0.0017083333642779691
0.0031912924194329962,-0.004017718557692882,0.0033292975914220894,0.02461880983160198,-0.0010824038271399668
0.00315068086486569,-0.004367941550308728,0.0025734527062938593,0.02519525423816643,0.00044528425691181523
0.003100700422912573,-0.004673188513372859,0.00178024598255271,0.02384669517216839,0.0023393135176556766
0.0030426927607813087,-0.0049274770007293345,0.000963507751339002,0.020512544377309407,0.0037819054953296695
0.002978133115656593,-0.005125256340446118,0.00013721180446942829,0.01528415134380778,0.004205625398363662
0.002908573233841673,-0.005261580051331231,-0.0006849195558683291,0.008406324163714105,0.003643814582093259
0.002835582745995515,-0.00533227109188157,-0.0014897903988961324,0.00026823789497309433,0.00266056085034616
0.0027606919630942988,-0.005334072371314644,-0.002265269363765537,-0.008617014068278223,0.001930141488533885
0.0026853384623729127,-0.0052647763532404235,-0.0030004773364035505,-0.017644217349461443,0.0017777630874396765
0.0026108198133067122,-0.005123328049991466,-0.003686012996471342,-0.026157648999821103,0.001998115693638311
0.0025382549770463806,-0.004909895913145246,-0.004314106905230456,-0.03349938840749753,0.002050446292881632
0.0024685567518387577,-0.00462590600059229,-0.004878697985787745,-0.039060215488568355,0.001462711509092478
0.0024024169066757736,-0.004274036698524717,-0.0053754305802460305,-0.04232875954786793,0.00015423961694271976
0.002340304543338236,-0.003858173813948929,-0.005801575223494928,-0.04293487462964297,-0.0015250293377832426
0.0022824771308456574,-0.003383328336011594,-0.006155880990426822,-0.04068374778538065,-0.003028029534426283
0.002229002825808633,-0.0028555211114538806,-0.006438371117259659,-0.03557785247165006,-0.003930815351295187
0.002179792153191029,-0.0022816400237243672,-0.006650096383170701,-0.027824600419123727,-0.0041274885835113195
0.002134636747870062,-0.0016692762100610709,-0.006792862591615407,-0.017828537636286217,-0.003803950935878785
0.0020932525122816354,-0.0010265466189717974,-0.006868949590481982,-0.006168194450005248,-0.003252277470914522
0.0020553241757782894,-0.0003619108846809641,-0.006880839680344659,0.006440889213611711,-0.002675977525689751
0.0020205479005878835,0.00031600902345651545,-0.006830972884196385,0.01919411367412621,-0.0021106794886359822
0.0019886684168037255,0.0009985978863242826,-0.006721545160652523,0.03125290510547995,-0.0014828520917960495
0.0019595073856428875,0.001677397313895427,-0.006554362963939757,0.04180263904328988,-0.0007318744915974231
0.001932980443809076,0.002344230845718395,-0.0063307634526754124,0.05010922017436093,0.00010838441950379936
0.0019091016645014437,0.0029913008288262365,-0.006051604340671742,0.05557067784168311,0.0009249633495918767
0.0018879757441111957,0.003611257046208548,-0.005717321528503203,0.05776080845545373,0.0016140327478493205
0.0018697796836687171,0.00419724002624492,-0.005328047212318898,0.05646240953675067,0.0021633571321575317
0.0018547366882772068,0.004742903948964053,-0.004883777034770588,0.05168789378003997,0.0026574792281394747
0.0018430852609207914,0.0052424247309478715,-0.004384572501886878,0.043685191373913634,0.003193595628887617
0.0018350461059312045,0.005690498376904277,-0.0038307842413328086,0.032927177783056136,0.003764420764338653
0.001830788803731564,0.006082333608327672,-0.0032232821441435903,0.020083740562580863,0.004194414063688593
0.0018303996900762027,0.006413641857623421,-0.0025636792342338607,0.005977173146614967,0.004187618615637034
0.0018338523041705127,0.006680627531776849,-0.0018545366188731064,-0.008476303243325658,0.003477085622764327
0.0018409822298983234,0.006879982112501983,-0.0010995369509026226,-0.022333916744943207,0.001999606153602211
0.001851468831491267,0.007008886617160428,-0.000303614026471526,-0.03469609783597792,-5.453506808712148e-06
0.0018648266565901915,0.007065027120353924,0.0005269724792023382,-0.044771769997572125,-0.002043189435992147
0.0018804085422656916,0.007046626418317305,0.0013846246081373299,-0.051933463965720524,-0.003553402105585461
0.0018974206037525255,0.006952491381259878,0.0022604578451634496,-0.05575866242478042,-0.004162116955232905
0.0019149469764693458,0.006782071304752813,0.0031444123817557083,-0.056055927458379645,-0.003866297962112913
0.001931980608574205,0.006535519741506815,0.004025414554785775,-0.05287556753722214,-0.0030400565127892574
0.0019474565084740198,0.006213752495511567,0.004891577727249451,-0.046504590480085276,-0.0022340597302112956
0.0019602855482732436,0.005818497481490116,0.005730433725737059,-0.03744519291487281,-0.0018584650557852643
0.001969388946443988,0.005352335750973976,0.0065291886721013164,-0.026376353659547325,-0.0019290361980512864
0.001973734260812858,0.004818734308970307,0.007274997664323068,-0.014100091467854703,-0.002048588968770764
0.0019723723510870744,0.004222069110299126,0.007955249955506678,-0.0014771914320661425,-0.0016697737837160598
0.0019644721651244476,0.003567632365887401,0.008557851686922188,0.01063996405002377,-0.0004991580710419483
0.0019493483502310278,0.002861615479736879,0.009071490498220588,0.021469224929723044,0.0012220555903336221
0.0019264772646808755,0.0021110604400406785,0.009485868427999204,0.030349160733064817,0.002781800923970746
0.0018954999890046116,0.0013237782443352875,0.00979189628265919,0.03677604839014067,0.003412311555563599
0.0018562146522222887,0.000508239795276179,0.009981850670238759,0.04042839256828147,0.0028081586319379337
0.0018085625128127388,-0.0003265513454244788,0.010049499856274822,0.04118083022729242,0.0013885665156983236
0.001752611660853653,-0.0011711958079264214,0.009990204429269716,0.03910781153250733,8.625289879775623e-05
0.001688539796662591,-0.002016040430745074,0.009800995049598285,0.034475481863918044,-0.00023608622467381023
0.0016166153759987279,-0.00285132468922212,0.009480626125187186,0.02771976626619942,0.0006367892995530951
0.0015371761394584042,-0.0036673312052425545,0.009029604111814783,0.019410534788649254,0.002103718856454894
0.001450605651098429,-0.00445453723461651,0.008450192223860986,0.010204854037626922,0.0031220658795735714
0.0013573104520102793,-0.005203760713820186,0.007746396896023778,0.000794755231807808,0.0028842214174523303
0.0012577011217574493,-0.00590629348252227,0.006923942337832835,-0.008144651710828852,0.001338450638312748
0.0011521794431978555,-0.0065540164925953605,0.005990237135308554,-0.01600230937946779,-0.0007944123493243398
0.001041131922536658,-0.0071394954872299535,0.004954332866332088,-0.02227106788535441,-0.002502105179267092
0.0009249285614558987,-0.007656058264753631,0.003826871794928763,-0.026578819369610155,-0.003112882542453549
0.0008039257170155957,-0.008097855007137422,0.0026200202359665573,-0.028709518440474698,-0.0026498113362233397
0.0006784726272808283,-0.008459902115667042,0.0013473852913444351,-0.028612527674813183,-0.0017027118465551398
0.0005489216403409166,-0.008738109438506435,2.3913424906887215e-05,-0.026399281342556633,-0.000961455974719358
0.00041564171047218175,-0.008929291803390684,-0.0013342313687943791,-0.022327720369991762,-0.0007675807880872818
0.0002790336260542243,-0.009031167818156088,-0.0027098136402961045,-0.016776629330416678,-0.0009797644164239584
0.00013954460313323784,-0.009042350406702091,-0.004084701487293723,-0.010213002610793656,-0.0011878467459825795
-2.3200419557665683e-06,-0.008962333404907322,-0.005440074119223096,-0.0031555435526889595,-0.0010628230720231202
-0.00014598955854678853,-0.00879147698601885,-0.006756662961994876,0.0038632210298680607,-0.000573084999061926
-0.0002908251917679014,-0.008530992899403478,-0.008015024291705893,0.010334238381231367,5.757544085245866e-05
-0.00043612225317131,-0.008182929485897534,-0.00919583917432505,0.015806704680741177,0.0005659242426724766
-0.0005811166342690894,-0.00775015623898706,-0.010280235193615955,0.019918158374978435,0.0008461193584301541
-0.0007249955976766409,-0.0072363476789287446,-0.011250123478700386,0.02241770990284117,0.0009867637939645578
-0.0008669125154854161,-0.006645965979413307,-0.01208854340825961,0.023180650645160835,0.0011519335320673623
-0.001006004908490762,-0.00598424122324812,-0.012780006198348102,0.022213429450497344,0.0014227728433696312
-0.0011414149101399958,-0.00525714778019795,-0.013310827832029455,0.019648787035514093,0.0017228734116551897
-0.0012723111967640778,-0.004471375204068695,-0.01366944159589224,0.015731602113785204,0.0018699228491816688
-0.0013979112553016437,-0.0036342918355843933,-0.01384668045674114,0.010796818996749287,0.0017039592271838853
-0.0015175023648128841,-0.002753898577993886,-0.01383601925123603,0.005241696592054244,0.0012020136074992144
-0.0016304590144945216,-0.0018387693861331967,-0.013633766491275836,-0.000504756779558354,0.000510081583043835
-0.0017362542693701933,-0.0008979749142332524,-0.013239196561941462,-0.00601235800082315,-0.00012394687315789933
-0.001834463383748006,5.901256356324439e-05,-0.012654616113595196,-0.010878396734243257,-0.0004821405530191244
-0.0019247596743741276,0.0010224316040772156,-0.011885363230103356,-0.014753612538841698,-0.0005068019440149141
-0.002006904461129431,0.0019823567512015725,-0.010939742817089168,-0.017365422194250017,-0.00035553864749180846
-0.0020807337166960974,0.002928830184660927,-0.009828904598392885,-0.018537894872898048,-0.00033311657538422876
-0.002146143505982746,0.0038519945949982456,-0.008566670319240157,-0.01820674253186359,-0.0007134811950084685
-0.002203074911534028,0.0047422244314426105,-0.007169315277467454,-0.01642657409695066,-0.0015406051127498522
-0.002251498088636035,0.005590254522593649,-0.0056553082503212155,-0.013367876264277125,-0.002536422075910629
-0.00229139520991177,0.00638730492179558,-0.004045014757445759,-0.009302852450709352,-0.0032029323347282984
-0.0023227432140642858,0.007125198935233998,-0.002360371126607671,-0.004581589513388421,-0.003089056210601856
-0.0023454985162611993,0.0077964693247457575,-0.0006245392479816886,0.00039818914375961003,-0.0020714944196380007
-0.0023595861939399673,0.00839444732656286,0.0011384475541453734,0.005224049965433948,-0.00046546387913967886
-0.0023648953971309133,0.008913330768761397,0.0029040388226088142,0.009501384819827102,0.001123562307303685
-0.0023612814537438145,0.009348230114041308,0.004647515546244771,0.012883453771740645,0.0021268926859713
-0.002348574198752642,0.009695193199174322,0.006344329414414209,0.015097363731920927,0.0023142199193719876
-0.0023265918120976394,0.009951210153803777,0.00797043019507656,0.015964421403768622,0.001880711157346592
-0.002295159543511901,0.010114200077658769,0.009502579074685009,0.015413291420897066,0.001277564452743903
-0.0022541324914996633,0.010182981633664136,0.010918646619712487,0.013484876405924698,0.0009158856389319748
-0.0022034208336102422,0.010157231189566464,0.012197895664552623,0.010328807380144881,0.0009452618593034027
-0.0021430149881902314,0.010037433774790673,0.013321251107141897,0.006192368556309795,0.0012335471969030522
-0.0020730078484252476,0.00982483265514028,0.014271558991139367,0.0014030463368203219,0.0015196445302785649
-0.001993611848602613,0.009521382130897997,0.015033835735280209,-0.003654338338877245,0.001598521276719634
-0.001905169875606605,0.009129705835284118,0.015595505611440918,-0.0085652512858593,0.0014060955344975972
-0.0018081601471747375,0.008653060730336315,0.01594662207332883,-0.012916897377277166,0.0009777544443400528
-0.0017031955446148962,0.008095306212332565,0.016080067450387397,-0.01633162188069854,0.0003603464807926313
-0.001591017554871788,0.0074608781681256104,0.015991725814400403,-0.018499217889094404,-0.0004227177194107629
-0.0014724845321682455,0.006754768444600393,0.015680624471010964,-0.01920449658503516,-0.0013249790779542344
-0.001348554026303519,0.00598250998602897,0.01514903948725639,-0.018346875729012967,-0.00221025821884605
-0.00122025955405764,0.0051501666872036285,0.014402559779529495,-0.015949953174214108,-0.0028524477112665883
-0.0010886830108043847,0.00426432552102884,0.013450103317315979,-0.012160455322807913,-0.003029880411962998
-0.0009549244225629396,0.0033320876203480946,0.01230387888870992,-0.007237063255171174,-0.002655021930274939
-0.0008200707427711352,0.0023610550377804614,0.010979287952331813,-0.0015303126363515186,-0.001841878998652462
-0.0006851651241543189,0.001359310483127835,0.00949476294555968,0.004544738629559941,-0.0008563610108075014
-0.0005511778662165626,0.00033538788039252503,0.007871540407525442,0.010540869374424675,1.9011008899719664e-05
-0.00041898014062001086,-0.000701768062311834,0.006133369187668607,0.01601339838330422,0.0006161401619078768
-0.000289321461528006,-0.0017428546347264936,0.004306156072001502,0.020554327674622473,0.0009297172891535603
-0.00016281156324055016,-0.0027782768752165395,0.0024175535230860357,0.023823162931573327,0.00106847983393939
-3.9907034127496316e-05,-0.0037982261442018783,0.0004964965319241804,0.025572007160731235,0.001156605430342171
7.909692151470339e-05,-0.004792771192393515,-0.0014273028472268417,0.025662882852994038,0.001250075141548345
0.00019406876103488223,-0.005751961961729025,-0.0033238940740654105,0.02407562466326371,0.0013080038873121182
0.00030503563191719196,-0.00666594689548499,-0.005163650144967935,0.020905440266003803,0.001223349584954269
0.0004121701742700277,-0.007525103744749748,-0.006917841810411574,0.016350664038037793,0.0008957646624102144
0.0005157695912168407,-0.008320181113819063,-0.008559209455494309,0.010693091458062364,0.00031919761997618683
0.0006162295634595101,-0.00904244429625317,-0.010062514267717244,0.004274692200147856,-0.00035578267007163687
0.000714016955393018,-0.00968381663796295,-0.01140504837803171,-0.002525547048550766,-0.0008359687410862754
0.0008096447609149201,-0.010237008704300705,-0.012567085683719057,-0.009312650955863826,-0.0008090190392573941
0.0009036504002239515,-0.010695631793321392,-0.013532260835232818,-0.015695046117163346,-0.00014501139217960168
0.0009965757437522865,-0.011054297258169017,-0.014287870606175505,-0.021304336290739273,0.0009381873371358979
0.0010889460234119724,-0.011308705330961547,-0.014825095973323524,-0.025816840253927914,0.0018889921504086182
0.0011812460405957318,-0.011455725081976578,-0.015139142983301518,-0.028975742535986077,0.0020771882738291714
0.0012738949461771898,-0.011493462348668122,-0.015229297466385284,-0.030610059075966242,0.0011840128393004817
0.00136722324615668,-0.011421308625967299,-0.015098886726002349,-0.030645873278529395,-0.0005178468432949618
0.0014614557797230185,-0.0112399641219252,-0.014755143690233816,-0.029107219470672775,-0.0022230609764248297
