Delta,Theta,Alpha,Beta,Gamma
3.254871957628007e-09,5.508343263299748e-09,5.5083432632997455e-09,1.8230032684145768e-06,3.292138040290521e-05
3.029456920654293e-08,5.107559137189643e-08,5.085689026750424e-08,1.571909393732074e-05,0.00023090014372735448
1.4308631669789302e-07,2.4006507676081943e-07,2.3761359975595692e-07,6.740002326575479e-05,0.0007397218378673662
4.6671159931434214e-07,7.782856766570185e-07,7.642177385954134e-07,0.00019528168341108456,0.0014108622917632903
1.200589506638229e-06,1.9874813325458946e-06,1.931705669980818e-06,0.0004362934390259328,0.001660767717548905
2.6207223975685548e-06,4.301260605400684e-06,4.127936863032074e-06,0.0008078124478727892,0.0008315112319848791
5.075128199240965e-06,8.247493792611302e-06,7.794999773236799e-06,0.0012928635341841288,-0.0012021554635738257
8.973747638709712e-06,1.4419898147653245e-05,1.3383790563931805e-05,0.0018331027163372004,-0.0037232110330035137
1.4774123146201169e-05,2.3441689943080394e-05,2.1300370370175087e-05,0.0023317647293822495,-0.005463020985197973
2.2963258388822874e-05,3.592276717596687e-05,3.184756580180015e-05,0.0026658629948173823,-0.00533189954754486
3.403547978008563e-05,5.2410977171955393e-05,4.5164514653991004e-05,0.0027048941524451674,-0.0030994387301465213
4.8466709656795364e-05,7.333911118079848e-05,6.116800168520706e-05,0.00233274349093607,0.0004343792681025297
6.668694327678011e-05,9.89716547511469e-05,7.950173681808727e-05,0.0014698219295914952,0.0038830250302677454
8.905358737261083e-05,0.0001293567244282768,9.950082763943041e-05,9.26234863546127e-05,0.0060247108900473075
0.00011582770874796472,0.00016428740779685907,0.00012017691914520641,-0.0017525064456857308,0.006373062579786677
0.00014715353689390636,0.0002032736037475883,0.00014022559790955824,-0.003944829359854311,0.005244880550360952
0.00018304019457923706,0.000245522942371319,0.00015805434663651377,-0.006296302908370964,0.003373112294500085
0.00022334476231157787,0.00028992946125744686,0.00017182872501439155,-0.008570160899944508,0.0014060914948624006
0.0002677572203170722,0.0003350710492231003,0.0001795361800437146,-0.010507848429978215,-0.0003545632771116355
0.0003157891551112743,0.0003792187885569924,0.0001790684244092988,-0.011859347737896828,-0.0018704115395070267
0.000366768051039971,0.00042036096903283774,0.0001683223338708644,-0.012412113234490256,-0.003113261727783326
0.00041983750398195914,0.00045624174724899263,0.00014531587491483625,-0.012015417934376767,-0.003914459934273641
0.00047396212304337396,0.0004844115228890237,0.00010831215303929629,-0.010598423325849895,-0.004044669281515231
0.0005279356876044576,0.0005022856265040853,5.5943925197134836e-05,-0.00818070997330776,-0.0034207647561416083
0.0005803925636972173,0.0005072102725206621,-1.2666721440252387e-05,-0.004873657805229867,-0.002225350926738749
0.0006298242626102334,0.000496537815579189,-9.779556965259229e-05,-0.0008711950467546689,-0.0008190490285089814
0.0006746037356739482,0.00046771436257180574,-0.0001990111764589294,0.0035700150439359965,0.0004760073843307374
0.0007130189036820797,0.00041838067064153893,-0.00031508023074020117,0.008158253575440413,0.0015277477734365243
0.0007433148618690774,0.00034648352299804057,-0.00044388958025917387,0.012597341764848276,0.0023555472692944153
0.0007637427279330533,0.00025039213194687785,-0.0005823933007794487,0.01661471211163877,0.0029579760405638233
0.0007726131122474265,0.00012901412683854698,-0.0007265923852877511,0.019982990924881833,0.0031881730685879434
0.0007683532131325905,-1.8092501974168286e-05,-0.0008715517618709181,0.02253347342602559,0.0028121392471439754
0.0007495672092137499,-0.00019061389111236845,-0.001011456891972666,0.02416162475557799,0.001712326400984426
0.0007150988946063724,-0.00038738471917591007,-0.0011397120209862986,0.024825238121718576,5.687365691824286e-05
0.0006640935641878512,-0.000606309129654194,-0.0012490838760903162,0.02453567271062072,-0.0017274177208917447
0.0005960542709676502,-0.000844307575026589,-0.0013318959194966438,0.02334280854936829,-0.003176589868044745
0.0005108870936404349,-0.0010972992439347163,-0.0013802767761598052,0.02131563570778851,-0.004036422961368705
0.0004089313897558779,-0.0013602267247406884,-0.001386461540033506,0.018522286686172715,-0.004340090439691792
0.00029097340447732233,-0.0016271246946795042,-0.0013431379076030273,0.015014580368158795,-0.004261603779617557
0.00015824371488340095,-0.0018912300938063004,-0.0012438231335642847,0.010821668748177915,-0.0038781261485589984
1.2399833286598866e-05,-0.002145129177171234,-0.0010832545972982398,0.005955010837370187,-0.0030534791378244164
-0.00014450516040866233,-0.002380937085623395,-0.0008577764643501203,0.00042357411165275726,-0.0015584027940611757
